well_id,depth,gamma_ray,resistivity,bulk_density,neutron_porosity,sonic_dt,caliper,lithology,gamma_grad,density_neutron_sep,gamma_ma_5,resistivity_ratio
WELL_1,4,48.69747597533139,65.27823700666573,2.2812434269456885,0.22125940193410068,89.1763690974131,8.475173522223669,sandstone,1.6405188167920102,2.059984025011588,50.94962364828186,-0.33297123598128053
WELL_1,5,54.896439767671765,72.9365379124876,2.2712369166502153,0.2513671350503895,87.94714972436772,8.314790676157704,sandstone,6.198963792340372,2.0198697815998257,49.6973211867454,0.11731782684388148
WELL_1,6,26.40888663591175,153.9256562049367,2.7360835817670788,0.09260149877202016,73.81468736151614,8.33464305844177,limestone,-28.487553131760016,2.6434820829950585,46.71155148824805,1.1104053004219003
WELL_1,7,42.50221809296697,95.58482403059328,2.2349524698790164,0.2461734147298136,96.39719126458643,8.308198380714645,sandstone,16.09333145705522,1.9887790551492028,43.912395526084254,-0.3790195449722066
WELL_1,8,60.02975005746541,93.30030079700602,2.2021892082808083,0.22913347359612557,91.54324494588064,8.504786362893167,sandstone,17.527531964498436,1.9730557346846829,46.50695410586946,-0.023900480612446096
WELL_1,9,33.33328316815182,168.47059796432816,2.7326766818146604,0.10661762655944171,69.94101305252056,8.334844423726462,limestone,-26.696466889313584,2.6260590552552188,43.43411554443354,0.8056811877902792
WELL_1,10,50.38316060050843,62.434990822757406,2.1573460072446764,0.22495068394328016,84.8644264930238,8.492072771592076,sandstone,17.04987743235661,1.9323953233013962,42.53145971100087,-0.6294012630264579
WELL_1,11,44.69641128928935,52.896023822950184,2.250249654001866,0.20756404583830326,90.4811922752449,8.321375945274156,sandstone,-5.6867493112190814,2.0426856081635627,46.1889646416764,-0.1527823881144913
WELL_1,12,46.295175244932,103.12917351465082,2.238811976908589,0.23648729035188001,82.37476915874376,8.977807191478492,sandstone,1.5987639556426458,2.0023246865567086,46.9475560720694,0.94965833083858
WELL_1,13,63.72102329065413,100.1750037619332,2.273822725785278,0.22045429834779592,92.65244410120039,8.709603948798991,sandstone,17.425848045722134,2.053368427437482,47.685810718707145,-0.02864533528233837
WELL_1,14,43.94515524428421,73.0559902343699,2.148927808950508,0.19684542766729735,99.96781038364892,8.433150581769926,sandstone,-19.775868046369922,1.9520823812832107,49.80818513393363,-0.27071637144144145
WELL_1,15,46.4309379720052,84.48997688421441,2.151773061546309,0.24836145070262702,97.59844113223726,8.575459253092081,sandstone,2.485782727720988,1.9034116108436818,49.01774060823298,0.1565099126459486
WELL_1,16,62.18452111592578,59.82099490561918,2.324570216792627,0.19807775790311039,82.32048160042122,8.452521607758666,sandstone,15.753583143920586,2.1264924588895164,52.51536257356027,-0.29197524828775556
WELL_1,17,63.949758667868295,79.43183928416441,2.185754844076981,0.1811517257656042,89.36928897152151,8.10100768568847,sandstone,1.765237551942512,2.0046031183113766,56.04627925814752,0.3278254467262818
WELL_1,18,38.57217049134235,102.86948617554388,2.2985476172625967,0.21614763560380876,87.20601137247272,8.511701780461369,sandstone,-25.377588176525947,2.082399981658788,51.016508698285165,0.29506614856962043
WELL_1,19,67.75768865169245,85.79810402921551,2.2778713356530256,0.21392627422505348,90.36537964270296,8.629432539357408,sandstone,29.1855181603501,2.063945061427972,55.77901537976682,-0.16595185590016992
WELL_1,20,49.982471846682095,51.262816660327765,2.296411464988908,0.20154598966686008,102.6679058496975,8.637369702553194,sandstone,-17.775216805010352,2.094865475322048,56.48932215470219,-0.40251807146143903
WELL_1,21,49.54149254920783,86.31337849920915,2.226959532476859,0.20540701701842917,91.24558956771432,8.676998093437334,sandstone,-0.44097929747426434,2.02155251545843,53.9607164413586,0.6837424106273695
WELL_1,22,45.25747523493012,70.38991392406345,2.2146099948592166,0.24856033281540083,98.71530148477423,8.572402782388494,sandstone,-4.284017314277712,1.9660496620438157,50.222259754770974,-0.1844843157806828
WELL_1,23,53.62422629637565,70.27795853868093,2.276222159402651,0.23655211031395224,85.7392322524351,8.142465677613643,sandstone,8.366751061445534,2.0396700490886985,53.23267091577763,-0.0015905032289610377
WELL_1,24,39.209152389835026,69.68543047493944,2.2904812927923732,0.2665857932751798,87.36289274715433,8.41841692944574,sandstone,-14.415073906540627,2.0238954995171934,47.522963663406145,-0.008431207679650665
WELL_1,25,51.06669767186959,79.90566903375601,2.2789311311037386,0.2043043571923867,95.69485792668598,8.45215504042605,sandstone,11.857545282034565,2.0746267739113518,47.73980882844364,0.14666248725394637
WELL_1,26,55.80551091263271,75.65786446332949,2.201729692759616,0.27736952919519914,96.39136249528151,8.141590979972957,sandstone,4.738813240763122,1.924360163564417,48.99261250112862,-0.05316024034079547
WELL_1,27,45.3995251297706,97.79731522433624,2.1725514034443583,0.24312034988569334,94.00233662081875,8.360170684381616,sandstone,-10.40598578286211,1.929431053558665,49.02102248009672,0.2926259010619774
WELL_1,28,48.9031768541234,48.37320516820344,2.3209060027333708,0.21072722472409236,94.82287830825754,8.622768268295085,sandstone,3.5036517243527996,2.1101787780092782,48.07681259164626,-0.505372871870351
WELL_1,29,59.83675952888977,73.22392029411922,2.2425755632814077,0.23677327607843585,95.23524954858289,8.730870867681785,sandstone,10.93358267476637,2.0058022872029717,52.20233401945721,0.5137289340142919
